## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[/tmp//SSDSpl_tmp_28151053639/KB_addRG_94328337451/dmc1SSDS_CHSdemo.chstestgenome.ssDNA_type1.RG.sorted.bam] OUTPUT=/home/kevbrick/data/SSDS_Pipeline/callPeaks/git/unitTest/output/treatment/dmc1SSDS_CHSdemo.chstestgenome.ssDNA_type1.final.bam METRICS_FILE=/home/kevbrick/data/SSDS_Pipeline/callPeaks/git/unitTest/output/treatment/dmc1SSDS_CHSdemo.chstestgenome.ssDNA_type1.MDmetrics.tab ASSUME_SORTED=true TMP_DIR=[/tmp/SSDSpl_tmp_28151053639] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 05 14:33:55 EDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
treatment	0	104687	0	0	0	50029	10	0.477891	70797

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000034
2.0	1.227977
3.0	1.279933
4.0	1.291776
5.0	1.294475
6.0	1.295091
7.0	1.295231
8.0	1.295263
9.0	1.29527
10.0	1.295272
11.0	1.295272
12.0	1.295272
13.0	1.295272
14.0	1.295272
15.0	1.295272
16.0	1.295272
17.0	1.295272
18.0	1.295272
19.0	1.295272
20.0	1.295272
21.0	1.295272
22.0	1.295272
23.0	1.295272
24.0	1.295272
25.0	1.295272
26.0	1.295272
27.0	1.295272
28.0	1.295272
29.0	1.295272
30.0	1.295272
31.0	1.295272
32.0	1.295272
33.0	1.295272
34.0	1.295272
35.0	1.295272
36.0	1.295272
37.0	1.295272
38.0	1.295272
39.0	1.295272
40.0	1.295272
41.0	1.295272
42.0	1.295272
43.0	1.295272
44.0	1.295272
45.0	1.295272
46.0	1.295272
47.0	1.295272
48.0	1.295272
49.0	1.295272
50.0	1.295272
51.0	1.295272
52.0	1.295272
53.0	1.295272
54.0	1.295272
55.0	1.295272
56.0	1.295272
57.0	1.295272
58.0	1.295272
59.0	1.295272
60.0	1.295272
61.0	1.295272
62.0	1.295272
63.0	1.295272
64.0	1.295272
65.0	1.295272
66.0	1.295272
67.0	1.295272
68.0	1.295272
69.0	1.295272
70.0	1.295272
71.0	1.295272
72.0	1.295272
73.0	1.295272
74.0	1.295272
75.0	1.295272
76.0	1.295272
77.0	1.295272
78.0	1.295272
79.0	1.295272
80.0	1.295272
81.0	1.295272
82.0	1.295272
83.0	1.295272
84.0	1.295272
85.0	1.295272
86.0	1.295272
87.0	1.295272
88.0	1.295272
89.0	1.295272
90.0	1.295272
91.0	1.295272
92.0	1.295272
93.0	1.295272
94.0	1.295272
95.0	1.295272
96.0	1.295272
97.0	1.295272
98.0	1.295272
99.0	1.295272
100.0	1.295272

