## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[/tmp//SSDSpl_tmp_30175299134/KB_addRG_30971722262/IgG_SSDS_CHSdemo.chstestgenome.ssDNA_type2.RG.sorted.bam] OUTPUT=/home/kevbrick/data/SSDS_Pipeline/callPeaks/git/unitTest/output/treatment/IgG_SSDS_CHSdemo.chstestgenome.ssDNA_type2.final.bam METRICS_FILE=/home/kevbrick/data/SSDS_Pipeline/callPeaks/git/unitTest/output/treatment/IgG_SSDS_CHSdemo.chstestgenome.ssDNA_type2.MDmetrics.tab ASSUME_SORTED=true TMP_DIR=[/tmp/SSDSpl_tmp_30175299134] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 05 14:59:44 EDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
control	0	52857	0	0	0	24818	43	0.469531	36800

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000357
2.0	1.238241
3.0	1.294809
4.0	1.308261
5.0	1.31146
6.0	1.31222
7.0	1.312401
8.0	1.312444
9.0	1.312454
10.0	1.312457
11.0	1.312457
12.0	1.312458
13.0	1.312458
14.0	1.312458
15.0	1.312458
16.0	1.312458
17.0	1.312458
18.0	1.312458
19.0	1.312458
20.0	1.312458
21.0	1.312458
22.0	1.312458
23.0	1.312458
24.0	1.312458
25.0	1.312458
26.0	1.312458
27.0	1.312458
28.0	1.312458
29.0	1.312458
30.0	1.312458
31.0	1.312458
32.0	1.312458
33.0	1.312458
34.0	1.312458
35.0	1.312458
36.0	1.312458
37.0	1.312458
38.0	1.312458
39.0	1.312458
40.0	1.312458
41.0	1.312458
42.0	1.312458
43.0	1.312458
44.0	1.312458
45.0	1.312458
46.0	1.312458
47.0	1.312458
48.0	1.312458
49.0	1.312458
50.0	1.312458
51.0	1.312458
52.0	1.312458
53.0	1.312458
54.0	1.312458
55.0	1.312458
56.0	1.312458
57.0	1.312458
58.0	1.312458
59.0	1.312458
60.0	1.312458
61.0	1.312458
62.0	1.312458
63.0	1.312458
64.0	1.312458
65.0	1.312458
66.0	1.312458
67.0	1.312458
68.0	1.312458
69.0	1.312458
70.0	1.312458
71.0	1.312458
72.0	1.312458
73.0	1.312458
74.0	1.312458
75.0	1.312458
76.0	1.312458
77.0	1.312458
78.0	1.312458
79.0	1.312458
80.0	1.312458
81.0	1.312458
82.0	1.312458
83.0	1.312458
84.0	1.312458
85.0	1.312458
86.0	1.312458
87.0	1.312458
88.0	1.312458
89.0	1.312458
90.0	1.312458
91.0	1.312458
92.0	1.312458
93.0	1.312458
94.0	1.312458
95.0	1.312458
96.0	1.312458
97.0	1.312458
98.0	1.312458
99.0	1.312458
100.0	1.312458

